Company,Headquarter,Sector,Investor,Amount,Stage,fundyear
Ninjacart,Bangalore,B2B Agritech,"Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020
TechnifyBiz,HeadQuarter Unknown,B2B Agritech,"Omnivore, Insitor Impact Asia Fund",2000000.0,Seed Round,2020
Wysh,Hyderabad,E-Connect,Kalaari Capital,2000000.0,Series A,2020
Keito,Pune,Ai,Suma Soft Pvt Ltd,160000.0,Seed Round,2020
Klub,HeadQuarter Unknown,FinTech,Sequoia Surge,2000000.0,Pre seed round,2020
Aadhar,Mumbai,E-commerce,"Sprout Venture Partners, JITO Angel Network, LetsVenture",113042969.54307117,Seed Round,2020
IncubateHub,Bangalore,Tech Hub,Venture Catalysts,113042969.54307117,Series A,2020
Rage Coffee,New Delhi,Fmcg,Refex Capital,113042969.54307117,Series A,2020
Skilancer,Noida,Tech,Venture Catalysts,113042969.54307117,Series A,2020
Harappa Education,New Delhi,EdTech,James Murdoch-led Lupa Systems,113042969.54307117,Series A,2020
Rheo,HeadQuarter Unknown,Entertainment,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Series A,2020
Axio Biosolutions,Bangalore,Medtech,Omidyar Network India,5200000.0,Series B,2020
Techbooze,HeadQuarter Unknown,Consultancy,Space Capital,15000000.0,Series A,2020
PayMart,Chandigarh,FinTech,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",113042969.54307117,Series A,2020
Testbook,HeadQuarter Unknown,EdTech,Iron Pillar,8400000.0,Series B,2020
FabAlley,Noida,E-commerce,Trifecta Capital,1100000.0,Series A,2020
HaikuJAM,HeadQuarter Unknown,FinTech,"Lightbox. Social Capital, Dunce Capital",3400000.0,Series A,2020
Mamaearth,HeadQuarter Unknown,E-commerce,Sequoia India,18300000.0,Series A,2020
Rentomojo,HeadQuarter Unknown,Rental,GMO Payment Gateway,2000000.0,Series A,2020
Zomato,HeadQuarter Unknown,Food & Beverage,Ant Financial,150000000.0,Series A,2020
Byju,HeadQuarter Unknown,EdTech,Tiger Global,200000000.0,Series A,2020
Generico,Mumbai,Pharmacy,Alteria Capital,1400000.0,Series A,2020
HighRadius,Hyderabad,SaaS,ICONIQ Capital,125000000.0,Series B,2020
Chai Kings,Chennai,Beverage,The Chennai Angels (TCA),1000000.0,Series A,2020
Rivigo,Gurugram,Logistics,Trifecta Capital,3400000.0,Series F,2020
BuildPan,Indore,SaaS,"HNIs in India, Japan, and the US",113042969.54307117,Seed Round,2020
Shiksha,HeadQuarter Unknown,EdTech,Mumbai Angels Network,181000.0,Series A,2020
Super Surfaces,Hyderabad,Deisgning,Vishnu Reddy,500000.0,Series A,2020
Quicko,Ahmedabad,Taxation,"Zerodha fintech fund, Rainmatter",280000.0,Series A,2020
Satin Creditcare,Gurgaon,FinTech,Austrian Bank,15000000.0,Series A,2020
XpressBees,HeadQuarter Unknown,Logistics,Alibaba,10000000.0,Series A,2020
FarmERP,Pune,Agritech,TechnoGen,113042969.54307117,Series A,2020
Wealth Bucket,HeadQuarter Unknown,FinTech,"NorthStar, Vinod Khatumal",3000000.0,Series A,2020
GoMechanic,New Delhi,Automotive,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020
Fashor,Chennai,Fashion,Sprout venture partners,1000000.0,Pre Series A,2020
Leverage Edu,New Delhi,EdTech,"DSG Consumer Partners, Blume Ventures",1500000.0,Series A,2020
EpiFi,HeadQuarter Unknown,FinTech,"Sequoia India, Ribbit Capital",13200000.0,Seed Round,2020
Purplle,Mumbai,Cosmetics,Verlinvest,8000000.0,Series A,2020
Shuttl,New Delhi,Logistics,SIG Global India Fund LLP.,8043000.0,Series C,2020
Pando,Chennai,Logistics,Chiratae Ventures,9000000.0,Series A,2020
Unbox Robotics,Bangalore,Ai Startup,"BEENEXT, Entrepreneur First",1200000.0,Pre-series A,2021
upGrad,Mumbai,EdTech,"Unilazer Ventures, IIFL Asset Management",120000000.0,Seed,2021
Lead School,Mumbai,EdTech,"GSV Ventures, Westbridge Capital",30000000.0,Series D,2021
Bizongo,Mumbai,B2B E-Commerce,"CDC Group, IDG Capital",51000000.0,Series C,2021
FypMoney,Gurugram,FinTech,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000.0,Seed,2021
Urban Company,New Delhi,Home Services,Vy Capital,188000000.0,Seed,2021
Comofi Medtech,Bangalore,Healthtech,"CIIE.CO, KIIT-TBI",200000.0,Seed,2021
Qube Health,Mumbai,Healthtech,Inflection Point Ventures,165922008.16485727,Pre-series A,2021
Vitra.ai,Bangalore,Tech Startup,Inflexor Ventures,165922008.16485727,Seed,2021
Taikee,Mumbai,E-Commerce,Inflection Point Ventures,1000000.0,Seed,2021
Fitterfly,Mumbai,Healthtech,"9Unicorns Accelerator Fund, Metaform Ventures",3000000.0,Pre-series A,2021
FreeStand,New Delhi,B2B Service,"SucSEED Indovation, IIM Calcutta Innovation Park",100000.0,Seed,2021
MyDentalPlan,Bangalore,Helathcare,Safe Planet Medicare,700000.0,Seed,2021
Freyr Energy,Hyderabad,CleanTech,"Impact Partners, C4D Partners",2000000.0,Seed,2021
DealShare,Jaipur,E-Commerce,"Tiger Global Management, InnoVen Capital",9000000.0,Seed,2021
Tessolve,Bangalore,Electronics,Novo Tellus Capital,40000000.0,Seed,2021
Smart Joules,New Delhi,CleanTech,"Raintree Family Office, ADB arm",49000000.0,Seed,2021
ORAI,Bangalore,It Startup,Inflection Point Ventures,400000.0,Pre-series A,2021
ixamBee,New Delhi,EdTech,"Mumbai Angels, Narendra Shyamsukha",300000.0,Seed,2021
CoinSwitch Kuber,Bangalore,FinTech,"Paradigm, Kunal Shah",25000000.0,Series B,2021
Razorpay,Bangalore,FinTech,"Matrix Partners India, GIC",160000000.0,Series E,2021
Uable,Bangalore,EdTech,"Chiratae Ventures, JAFCO Asia",165922008.16485727,Seed,2021
ZFW Hospitality,New Delhi,Food & Beverages,"Mumbai Angels Network, Expert DOJO",150000.0,Pre-seed,2021
Optimized Electrotech,Ahmadabad,Aeorspace,GVFL,1800000.0,Pre-series A,2021
Northern Arc,Chennai,FinTech,"Kotak Mahindra Bank, FMO",5000000.0,Seed,2021
Chara,Bangalore,Deep Tech,Kalaari Capital,850000.0,Seed,2021
Sirona Hygiene,New Delhi,Healthtech,"NB Ventures, IAN Fund",3000000.0,Series A,2021
Pristyn Care,Gurugram,Healthtech,"Sequoia Capital India, Hummingbird Ventures",53000000.0,Series D,2021
TrulyMadly,New Delhi,Dating,"Gaurav Munjal, Snehil Khanor",2000000.0,Pre-series A,2021
Vidyakul,HeadQuarter Unknown,EdTech,"JITO Angel Network, SOSV",500000.0,Seed,2021
Jambox Games,Bangalore,Gaming,Inflection Point Ventures,1100000.0,Seed,2021
Miko,Mumbai,Robotics,"Chiratae Ventures, YourNest Venture Capital",6000000.0,Seed,2021
SuperK,"Small Towns, Andhra Pradesh",Retail,STRIVE VC,800000.0,Seed,2021
TagZ Foods,Bangalore,Food,Venture Catalysts,500000.0,Pre-series A,2021
Fuel Buddy,New Delhi,Oil And Energy,Jaipuria Family Office,1000000.0,Seed,2021
M1xchange,Gurugram,FinTech,Amazon,10000000.0,Seed,2021
Spintly,Goa,Tech Startup,Riso Capital,500000.0,Seed,2021
EF Polymer,Rajsamand,Agritech,MTG Ventures,200000.0,Seed,2021
boAt,New Delhi,Electronics,"Qualcomm Ventures, Warburg Pincus",6000000.0,Seed,2021
TruNativ,Mumbai,Food & Beverages,9Unicorns,165922008.16485727,Seed,2021
iBus,Bangalore,Telecommuncation,Morgan Stanley,21000000.0,Seed,2021
Puresh Daily,Ranchi,Milk Startup,"Alfa Ventures, Agility Venture Partners",100000.0,Seed,2021
LearnVern,Ahmadabad,EdTech,Inflection Point Ventures,1000000.0,Seed,2021
LimeChat,"Faridabad, Haryana",Ai Chatbot,"Stellaris Venture Partners, Ramakant Sharma",7500000.0,Seed,2021
Dybo,Bangalore,It,Spanache,100000.0,Seed,2021
moEVing,Gurugram,Logistics,Inflection Point Ventures,1000000.0,Seed,2021
WeWork India,Bangalore,Hospitality,Inflection Point Ventures,26000000.0,Seed,2021
Solethreads,Gurugram,Fashion,"DSG Consumer Partners, Saama Capital",1000000.0,Series A,2021
Beldara,Mumbai,E-Commerce,Hindustan Media Ventures,7400000.0,Seed,2021
CredFlow,New Delhi,FinTech,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",2000000.0,Seed,2021
Do Your Thng,Gurugram,Marketing,"Angelbay Holdings, Faad Network",1500000.0,Seed,2021
Oye Rickshaw,Gurugram,Logistics,"Alteria Capital, Chiratae Ventures",3000000.0,Seed,2021
Legitquest,New Delhi,Legaltech,"WaterBridge Ventures, Info Edge",600000.0,Seed,2021
Swiggy,Bangalore,Food Delivery,"Carmignac, Falcon Edge Capital",800000000.0,Seed,2021
AntWak,Bangalore,EdTech,"Vaibhav Domkundwar, Kunal Shah",165922008.16485727,Seed,2021
PlayShifu,Bangalore,EdTech,"Chiratae Ventures, Bharat Innovation Fund",17000000.0,Series B,2021
Pitstop,Bangalore,Automotive,"Acko Technology, Services, LetsVenture",3500000.0,Pre-series B,2021
Lendingkart,Gujarat,FinTech,"Bertelsmann India Investments, Fullerton Financial Holdings",15000000.0,Debt,2021
CRED,Bangalore,FinTech,"Dragoneer Investment Group, Tiger Global Management",215000000.0,Series D,2021
Karnival,Bangalore,Saas Startup,Inflection Point Ventures,2500000.0,Seed,2021
PharmEasy,Mumbai,Healthtech,"TPG Growth, Caisse de Depot et Placement du Quebec",350000000.0,Series E,2021
WESS,Mumbai,CleanTech,Centrum Financial Services,2000000.0,Seed,2021
ShopSe,Mumbai,FinTech,"Chiratae Ventures, BEENEXT",5500000.0,Seed,2021
Fantasy Akhada,Gurugram,Fantasy Sports,Harsha Bhogle,600000.0,Seed,2021
Rage Coffee,New Delhi,Food & Beverages,"GetVantage, Prakash Katama",165922008.16485727,Pre-series A,2021
Groww,Bangalore,FinTech,"Tiger Global Management, Y Combinator Continuity Fund",83000000.0,Series D,2021
Avanti Finance,Bangalore,FinTech,Michael & Susan Dell Foundation,26000000.0,Series A,2021
Kudos,Pune,FinTech,Marquee fintech founders,165922008.16485727,Pre-series A,2021
OfBusiness,Gurugram,FinTech,"Falcon Edge India, Norwest Venture Partners",110000000.0,Seed,2021
Superpro.ai,Bangalore,Video Communication,"SOSV, Omphalos Ventures India",3000000.0,Seed,2021
ShareChat,Bangalore,Social Media,"Twitter Ventures, Pawan Munjal",500000000.0,Seed,2021
WiT-ACE,Gurugram,Skill Development,CitiusTech,1000000.0,Seed,2021
Spinny,Gurugram,Retail,"Arena Holdings, Think Investments",65000000.0,Series C,2021
Alteria Capital,Mumbai,FinTech,Inflection Point Ventures,150000000000.0,Debt,2021
Safexpay,Thane,FinTech,"T Choithrams BVI, Ardor",6000000.0,Seed,2021
PumPumPum,Gurugram,Rental,"Kogta Financial India Limited, ICICI Bank",700000.0,Pre-series A,2021
Speciale Invest,Bangalore,FinTech,Inflection Point Ventures,10000000.0,Seed,2021
Eunimart,Hyderabad,E-Commerce,"SucSEED Venture Partners, TMT Connekt",700000.0,Pre-series A,2021
Meesho,Bangalore,E-Commerce,"SAIF Partners, Venture Highway",300000000.0,Seed,2021
CareerLabs,Bangalore,EdTech,Global Founders Capital,2200000.0,Seed,2021
Uable,Bangalore,EdTech,"JAFCO Asia, Chiratae Ventures",35000000.0,Pre-series A,2021
Zoko,Bangalore,Tech Startup,Y Combinator,140000000.0,Seed,2021
GetWork,Gurugram,Recruitment,Artha Venture Fund,200000.0,Seed,2021
Easebuzz,Pune,E-Commerce,"Jitendra Gupta, Amrish Rau",4000000.0,Series A,2021
Chingari,Bangalore,Social Media,"FJ Labs, Brian Norgard",13000000.0,Seed,2021
DusMinute,Bangalore,Retail,Indian Angel Network,1100000.0,Pre-series A,2021
Onsurity,Bangalore,Health,"Jitendra Gupta, Harsh Shah",165922008.16485727,Seed,2021
Karbon Card,Bangalore,FinTech,Y Combinator,165922008.16485727,Seed,2021
Factors.AI,Bangalore,Saas Startup,"Elevation Partners, Emergent Ventures",2000000.0,Seed,2021
Elevar,Mumbai,Sports,"Kalaari Capital, Dream Capital",2000000.0,Seed,2021
Studio Sirah,Bangalore,Computer Games,Lumikai,800000.0,Seed,2021
OTO Capital,Mumbai,FinTech,Matrix Partners India,6000000.0,Seed,2021
1Bridge,Bangalore,Consumer Goods,C4D Partners,2500000.0,Seed,2021
Skeps,Gurugram,FinTech,Bertelsmann India,9500000.0,Seed,2021
Curefoods,Bangalore,Food & Beverages,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Seed,2021
TartanSense,Bangalore,Information Technology,"FMC, Omnivore, Blume Ventures",5000000.0,Seed,2021
Bewakoof,Mumbai,Apparel & Fashion,InvestCorp,8000000.0,Seed,2021
Kirana247,New Delhi,Logistics & Supply Chain,Inflection Point Ventures,1000000.0,Seed,2021
FanPlay,HeadQuarter Unknown,Computer Games,"Pritesh Kumar, Bharat Gupta",1200000.0,Seed,2021
NeoDocs,Mumbai,Healthtech,"Y Combinator, 9Unicorns, Titan Capital",165922008.16485727,Seed,2021
IsGoingOnline,Cochin,Retail,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Seed,2021
Camp K12,Gurugram,EdTech,"Matrix Partners India, Elevation Capital",12000000.0,Seed,2021
Elda Health,Bangalore,Health,"Avaana Capital, Orios Ventures",1500000.0,Seed,2021
Sporjo,Mumbai,Sportstech,Punit Balan,2000000.0,Seed,2021
Advantage Club,Mumbai,Hrtech,"Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Seed,2021
SuperGaming,Pune,Gaming,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Seed,2021
Ruptok,New Delhi,FinTech,Eclear Leasing,1000000.0,Seed,2021
TartanSense,Bangalore,Information Technology,"FMC, Omnivore, Blume Ventures",5000000.0,Series A,2021
Kirana247,New Delhi,Logistics & Supply Chain,Inflection Point Ventures,1000000.0,Pre-series A,2021
NeoDocs,Mumbai,Healthtech,"Y Combinator, 9Unicorns, Titan Capital",165922008.16485727,Pre-seed,2021
IsGoingOnline,Cochin,Retail,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-series A,2021
Camp K12,Gurugram,EdTech,"Matrix Partners India, Elevation Capital",12000000.0,Series A,2021
Sporjo,Mumbai,Sportstech,Punit Balan,2000000.0,Pre-series A,2021
SuperGaming,Pune,Gaming,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Series A,2021
O’ Be Cocktails,Bangalore,Wine & Spirits,"First Cheque, Letsventure",400000.0,Seed,2021
Zetwerk,Bangalore,Mechanical & Industrial Engineering,Inflection Point Ventures,150000000.0,Series E,2021
AppsForBharat,Bangalore,Spiritual,"Sequoia Capital India, BEENEXT",4000000.0,Seed,2021
Imagimake,Mumbai,Consumer Goods,Velocity,165922008.16485727,Seed,2021
Khatabook,Bangalore,Finance,"Tribe Capital, Moore Strategic Ventures (MSV)",100000000.0,Series C,2021
Smytten,Gurugram,Consumer Goods,Fireside Ventures,6000000.0,Series A,2021
Syook,Bangalore,Industrial Automation,"Inflection Point Ventures, ONGC",1000000.0,Series A,2021
Akudo,Bangalore,FinTech,"Y Combinator, Incubate Fund India",165922008.16485727,Pre-seed,2021
NOTO,Mumbai,Consumer Goods,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",500000.0,Pre-series A,2021
Lumiq,Noida,Information Technology,Info Edge Ventures,2000000.0,Seed,2021
CommerceUp,Gurugram,Information Technology,NB Ventures,165922008.16485727,Seed,2021
Breathe Well-being,Gurugram,Health,Accel,5500000.0,Series A,2021
Hike,New Delhi,Information Technology,"Binny Bansal, Kunal Shah",165922008.16485727,Seed,2021
House of Kieraya,Bangalore,Lifestyle,TradeCred,15000000.0,Seed,2021
goEgoNetwork,Pune,Automotive,Inflection Point Ventures,2000000.0,Seed,2021
Probus,New Delhi,Iot,Unicorn India Ventures,500000.0,Bridge,2021
DrinkPrime,Bangalore,Consumer Goods,"UC Inclusive Credit, Western Capital",1000000.0,Seed,2021
Smart Express,Mumbai,Logistics,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000.0,Seed,2021
Smallcase,Bangalore,FinTech,Faering Capital,40000000.0,Series C,2021
SATYA MicroCapital,New Delhi,Banking,"responsAbility Investments, Blue Orchard",10000000.0,Seed,2021
Snack Amor,Mumbai,Food & Beverages,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",165922008.16485727,Seed,2021
Postman,Bangalore,Computer Software,"CRV, Nexus Venture Partners",225000000.0,Series D,2021
Hashnode,Bangalore,Computer Software,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000.0,Series A,2021
RACEnergy,Hyderabad,Automotive,"Micelio Fund, growX ventures",1300000.0,Seed,2021
BharatPe,New Delhi,FinTech,"IIFL Wealth, Asset Management, Northern Arc Capital",20000000.0,Debt,2021
Gyde,Pune,Computer Software,"Better Capital, Ashish Achrekar",250000.0,Seed,2021
BatteryPool,Pune,Automotive,IAN,165922008.16485727,Seed,2021
AgNext,Chandigarh,Agritech,Alpha Wave Incubation,21000000.0,Series A,2021
Xpresslane,Bangalore,Tech Startup,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0,Pre-seed,2021
LoanKuber,New Delhi,Digital Mortgage,Inflection Point Ventures,1200000.0,Pre-series A,2021
OYO,Gurugram,Hospitality,Microsoft,5000000.0,Series F2,2021
Rapido,Bangalore,Information Technology & Services,"Shell Ventures, Yamaha, Kunal Shah",52000000.0,Seed,2021
YPay,Noida,FinTech,We Founder Circle,400000.0,Seed,2021
SleepyCat,Mumbai,Furniture,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",3800000.0,Seed,2021
Ultrahuman,Bangalore,Health,Tiger Global’s Scott Schleifer,17500000.0,Seed,2021
UpScalio,Gurugram,E-Commerce,Inflection Point Ventures,42000000.0,Seed,2021
Yellow Class,Gurugram,EdTech,Elevation Capital,6000000.0,Seed,2021
Yojak,Gurugram,B2B Marketplace,Info Edge Ventures,3800000.0,Seed,2021
CreatorStack,Bangalore,Computer Software,Accel,2000000.0,Seed,2021
Expertrons,Mumbai,EdTech,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000.0,Seed,2021
Rage Coffee,New Delhi,Food & Beverages,Sixth Sense Ventures,5000000.0,Seed,2021
Klub,Bangalore,Finance,"9Unicorns, Sequoia Capital India’s Surge",20000000.0,Seed,2021
Navia Life Care,New Delhi,Healtcare,"Anicut Angel Fund, 9 Unicorns",1000000.0,Seed,2021
1K Kirana Bazaar,Gurugram,Retail,"Info Edge, FalconEdge",7000000.0,Seed,2021
Zupee,Gurugram,Gaming,"WestCap Group, Tomales Bay Capital",30000000.0,Seed,2021
Locale.ai,Bangalore,Location Analytics,"Chiratae Ventures, Better Capital",1000000.0,Seed,2021
VerSe Innovation,Bangalore,Entertainment,"Siguler Guff, Baillie Gifford",450000000.0,Seed,2021
MetroRide,Bangalore,Logistics,Inflection Point Ventures,165922008.16485727,Seed,2021
Miko,Mumbai,Consumer Electronics,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0,Seed,2021
Whiz League,New Delhi,EdTech,ITI Growth Opportunities,300000.0,Seed,2021
Hash,New Delhi,Tobacco,Amrac Investment Trust,3500000.0,Seed,2021
Unacademy,Bangalore,EdTech,Bhavin Turakhia,165922008.16485727,Seed,2021
Log 9 Materials,Bangalore,Deeptech,Amara Raja Batteries,8500000.0,Series A+,2021
upGrad,Mumbai,EdTech,India Infoline Finance,25000000.0,Seed,2021
FlashPrep,Bangalore,EdTech,Venture Highway,500000.0,Pre-seed,2021
Kenko Health,Mumbai,Insuretech,"BEENEXT, Orios",1700000.0,Pre-series A,2021
Wiz Freight,Chennai,Logistics & Supply Chain,Axilor,3500000.0,Seed,2021
Credgenics,New Delhi,Finance,"Westbridge Capital, Tanglin Venture Partners",25000000.0,Series A,2021
BlueLearn,Goa,EdTech,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0,Pre-seed,2021
NimbleBox.ai,Chennai,Mlops Platform,Venture Catalysts,1000000.0,Seed,2021
Pickrr,Gurugram,Logistics & Supply Chain,"IIFL, Amicus Capital, Ananta Capital",12000000.0,Series B,2021
Stellaris Venture Partners,Bangalore,Finance,Inflection Point Ventures,225000000.0,Seed,2021
Grip Invest,Gurugram,Finance,"Venture Highway, Endiya Partners",3000000.0,Series A,2021
Heads Up For Tails,New Delhi,Pet Care,"Verlinvest, Sequoia Capital India",37000000.0,Series A,2021
Blue Tokai Coffee Roasters,New Delhi,Food & Beverages,Anicut Angel Fund,2000000.0,Pre-series B,2021
Neeman,Hyderabad,Consumer Goods,Sixth Sense Ventures,2000000.0,Series A,2021
BharatPe,New Delhi,FinTech,Tiger Global,370000000.0,Series E,2021
GoSats,Bangalore,FinTech,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0,Seed,2021
StockGro,Bangalore,FinTech,"Roots Ventures, Velo Partners",5000000.0,Pre-series A,2021
Onsurity,Bangalore,Health,Nexus Venture Partners,16000000.0,Series A,2021
Khabri,Gurugram,Entertainment,Inflection Point Ventures,2000000.0,Pre-series A,2021
Celcius,Mumbai,Logistics,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0,Seed,2021
AyuRythm,Bangalore,Health,SucSEED Indovation Fund,165922008.16485727,Seed,2021
Enguru,Bangalore,EdTech,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",165922008.16485727,Pre-series A,2021
Rocket Skills,Gurugram,EdTech,"Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021
RenewBuy,Gurugram,FinTech,Evolvence Capital,10000000.0,Series C,2021
Faarms,Bangalore,Agritech,Inflection Point Ventures,2000000.0,Seed,2021
UrbanMatrix Technologies,Chennai,Drone,SARA ELGI,100000.0,Seed,2021
Jupiter,Mumbai,Banking,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,Series B,2021
Pixuate,Bangalore,Deeptech,SucSEED Indovation Fund,1000000.0,Seed,2021
Playo,Bangalore,Sportstech,ah! Ventures High Tables,500000.0,Pre-series A,2021
